facility_id;district_id;facility_name;province_id;dhis_code;longitude;latitude
ZW080630;ZW0806;Mulelesi;ZW08;VplhWkXe21U;30.05916977;-21.21417
ZW080631;ZW0806;Boterere;ZW08;Du7biKhp1Ss;30.26423;-21.23095
ZW080632;ZW0806;Marinda;ZW08;d7fOaS2UsST;30.39756;-21.20691
ZW080681;ZW0806;Rutenga RWS;ZW08;NrFFCY3Je1b;30.74333;-21.25361
ZW080682;ZW0806;Mwenezana;ZW08;LTctrOQJUYV;30.625022;-21.3625022
ZW080692;ZW0806;Lundi;ZW08;mxsDtZixLZC;30.78166962;-20.8975
ZW080701;ZW0807;Chipinda;ZW08;CtwfEoZrU3T;31.34071922;-20.06892
ZW080702;ZW0807;Harava;ZW08;QKyJjASGoVM;31.27368927;-20.40028
ZW080703;ZW0807;Nemauku;ZW08;TJqJ2ltKRH3;31.367537;-20.281069
ZW080704;ZW0807;Svuvure;ZW08;goEe1IufApa;31.55732918;-20.556
ZW080705;ZW0807;Zibwowa;ZW08;jmqpBkcYVsh;31.55372047;-20.45111
ZW08070A;ZW0807;Ndanga;ZW08;NiAU2RdFd2O;31.32192039;-20.18517
ZW08070C;ZW0807;Musiso;ZW08;zF94vTZUOen;31.4399395;-20.43994
ZW080725;ZW0807;Bota;ZW08;JxITOVaPFT1;31.40731049;-20.62272
ZW080726;ZW0807;Bvukururu;ZW08;OpqO7PRXP1Q;31.4387207;-20.10544
ZW080727;ZW0807;Chinyabako;ZW08;Xv9Q2UReY0b;31.55583;-20.30689
ZW080729;ZW0807;Chiredzana;ZW08;YBrN4MulgEM;31.67089081;-20.56889
ZW080730;ZW0807;Fuve;ZW08;pHJSEeiAdBO;31.61763954;-20.35083
ZW080732;ZW0807;Jichidza;ZW08;aymM2tvX3J6;31.26786041;-20.30397
ZW080733;ZW0807;Mushaya;ZW08;m7fNYLjfiTM;31.28597069;-20.60228
ZW080734;ZW0807;Ndanga Clinic;ZW08;;0;0
ZW080735;ZW0807;Nhema;ZW08;ZQ5iU1uamLY;31.544249;-20.272823
ZW080736;ZW0807;Nyakunhuwa;ZW08;sFfKzYeVI4U;31.359695;-20.460264
ZW080737;ZW0807;Siyawareva;ZW08;wsvthNm37mG;31.4861908;-20.43864
ZW080738;ZW0807;Veza;ZW08;X6gxxPEVIzy;31.31711006;-20.38519
ZW080739;ZW0807;Jerera;ZW08;tyF4ojI2pf0;31.45138931;-20.42467
ZW080740;ZW0807;Mageza;ZW08;EnUWwQqs6vP;31.16789;-20.3274
ZW080791;ZW0807;Jichidza;ZW08;VJ0Qw6b1JSY;31.22244072;-20.26978
ZW090A01;ZW090A;Emakhandeni;ZW09;MdssoEu135X;28.5249;-20.1185
ZW090A02;ZW090A;Tshabalala;ZW09;lmWhvNsB4XS;28.5358;-20.1744
ZW090A03;ZW090A;E.F Watson;ZW09;g6ay6w7LekM;28.545;-20.1433
ZW090A04;ZW090A;Entumbane;ZW09;zmivGPwI9w9;28.5435;-20.1207
ZW090A05;ZW090A;Khami Road Clinic;ZW09;;0;0
ZW090A06;ZW090A;Luveve;ZW09;xgkg7SkAtoW;28.5118;-20.1137
ZW090A07;ZW090A;Magwegwe;ZW09;W71FXxLCgwr;28.5084;-20.1369
ZW090A08;ZW090A;Mzilikazi;ZW09;zxc4441YIhY;28.5696;-20.1395
ZW090A09;ZW090A;Njube;ZW09;yuqvs8nDoW7;28.5329;-20.1345
ZW090A0E;ZW090A;Thorngrove;ZW09;RcNBj1T8gKb;28.5559;-20.1472
ZW090A0G;ZW090A;Martar-Dei;ZW09;snVfYfw3wu2;28.5965;-20.1828
ZW090A10;ZW090A;Nkulumane;ZW09;YVhOfzBetf1;28.5202;-20.1889
ZW090A11;ZW090A;Pelandaba;ZW09;vzOHH2UeLTM;28.5277;-20.1466
ZW090A12;ZW090A;Princess Margaret;ZW09;CyzLGOqW4CZ;28.5898;-20.1559
ZW090A13;ZW090A;Pumula ;ZW09;xQrUWw2fUC7;28.4803;-20.1423
ZW090A14;ZW090A;Dr. Shennan ;ZW09;wBUDmbYlwLg;28.5674;-20.1898
ZW090A17;ZW090A;Nketa;ZW09;kQYOhNfF8V7;28.534;-20.2003
ZW090A18;ZW090A;Northern Surbabs ;ZW09;HyfZLnkED5k;28.5906;-20.1268
ZW090A23;ZW090A;Marondera;ZW09;DwAlIVIbmIU;28.5658;-20.1374
ZW090A27;ZW090A;Cowdray Park;ZW09;bCj2JfVpDwN;28.5087;-20.0798
ZW090A31;ZW090A;24-Hr Medical centre;ZW09;VWMkdfPIFPU;28.5277;-20.1959
ZW090A33;ZW090A;Maqhawe;ZW09;RPASqynqwCM;28.5009;-20.1825
ZW090A35;ZW090A;Pumula South;ZW09;Ta5WU3NkNI0;28.4789;-20.1622
ZW090A61;ZW090A;Khami Road Pharmacy;ZW03;;0;0
ZW090B0B;ZW090B;Ingutsheni;ZW09;FOLMj0wPdOM;28.5766;-20.1797
ZW090C0C;ZW090C;UBH;ZW09;f6TuF07vwQr;28.6168;-20.1664
ZW090D0D;ZW090D;Mpilo;ZW09;wsiS4rgfTm1;28.5708;-20.1274
