facility_id;district_id;facility_name;province_id;dhis_code;longitude;latitude
ZW010563;ZW0105;Dangamvura;ZW01;MrKXsFnrL8j;32.6001091;-19.00678
ZW010564;ZW0105;Sakubva Health Centre;ZW01;hz6M0qg1e2n;32.64739;-18.99012
ZW010565;ZW0105;Florida;ZW01;qRroK8G1NdU;32.65243912;-18.97078
ZW010566;ZW0105;Fernvalley;ZW01;h19bKSYBhsC;32.65113831;-19.03792
ZW010591;ZW0105;Chikwariro;ZW01;YP2FZTjfV0z;32.30678177;-19.33714
ZW010601;ZW0106;Chavhanga;ZW01;cHV2bfs6fO7;33.0032196;-18.23625
ZW010602;ZW0106;Rupinda;ZW01;ZEKFKqDov1x;32.85655975;-18.63775
ZW010603;ZW0106;Sherukuru;ZW01;x6fzK3lC31k;32.53636169;-18.64078
ZW01060A;ZW0106;Tsonzo;ZW01;bUaxaZ6EBrj;32.6032486;-18.68836
ZW01060B;ZW0106;Bonda;ZW01;rBQzyDOllhb;32.60338974;-18.45428
ZW01060C;ZW0106;Old Mutare;ZW01;Eej6PK0ibK9;32.58803177;-18.90747
ZW01060D;ZW0106;St Barbaras;ZW01;GllfEqmEhOT;32.47352982;-18.50311
ZW01060E;ZW0106;Triashill;ZW01;Jj8DNk112jl;32.47303009;-18.43531
ZW01060F;ZW0106;Hauna;ZW01;Dh0nRziYm59;32.85197067;-18.49153
ZW010625;ZW0106;Chitombo;ZW01;hWY5bWPfKN9;32.78974915;-18.55269
ZW010626;ZW0106;Guta;ZW01;Ues29NW1eYO;32.65293884;-18.74136
ZW010627;ZW0106;Hauna;ZW01;E3H6wlL5tV2;32.85083008;-18.502
ZW010628;ZW0106;Mundeya;ZW01;YT86mnonZzz;32.98957825;-18.4225
ZW010629;ZW0106;Mupotedzi;ZW01;hX6rd1u0c3e;32.80147171;-18.57139
ZW010630;ZW0106;Mt Jenya;ZW01;ATW7rLLuxXS;32.50263977;-18.75283
ZW010631;ZW0106;Mutasa;ZW01;uuN5RuVkZjK;32.65393829;-18.55447
ZW010632;ZW0106;Moyoweshumba;ZW01;YHNrgUBY7iS;32.67235947;-18.67472
ZW010633;ZW0106;Ngarura;ZW01;GDqFwDpZc0S;32.87152863;-18.58803
ZW010635;ZW0106;Zindi;ZW01;xvuWT8iCSZz;32.93635941;-18.38922
ZW010636;ZW0106;Sachisuko;ZW01;PVqBMEITGZG;33.00214005;-18.38981
ZW010637;ZW0106;Sadziwa;ZW01;n5tQj1nHrSp;32.55828094;-18.50056
ZW010638;ZW0106;Sagambe;ZW01;stQ9t1Klkv0;33.00286102;-18.32481
ZW010639;ZW0106;Sahumani;ZW01;rC42Q9ltl0P;32.82027817;-18.55569
ZW010640;ZW0106;Sakupwanya;ZW01;WYa9kpJoGlO;32.65560913;-18.60747
ZW010641;ZW0106;Samanga;ZW01;wV5yUxxZ6tB;32.75527954;-18.53369
ZW010642;ZW0106;Samaringa;ZW01;SamIzZkG4Sg;32.78430939;-18.62308
ZW010643;ZW0106;Zongoro;ZW01;urarwO4MT3n;32.58778;-18.78931
ZW010645;ZW0106;Chinamasa;ZW01;WTG6oEnR7sN;32.57098;-18.57828
ZW010664;ZW0106;Eastern Highlands Plantation Clinic;ZW01;ChudQ17X9zf;32.95180893;-18.35414
ZW010665;ZW0106;Haparare;ZW01;vD0cmk3nKr1;32.47261047;-18.60322
ZW010667;ZW0106;Katiyo;ZW01;ND24v6EuXVS;33.03453064;-18.37128
ZW010668;ZW0106;Selbourne/Nyanga Pine Clinic;ZW01;FFKaCUsSCQj;32.65771;-18.53106
ZW010669;ZW0106;Drenane;ZW01;AoSdsIPLKWX;32.70674896;-18.76931
ZW010670;ZW0106;Imbeza;ZW01;k4plSoMGa0V;32.72091;-18.91068
ZW010671;ZW0106;Red Wing;ZW01;yGoo44PvDXg;32.67213821;-18.871
ZW010672;ZW0106;Sheba;ZW01;GGQhftNDqxV;32.80480957;-18.77103
ZW010673;ZW0106;Stapleford;ZW01;ejTzO8trGcX;32.82181168;-18.74047
ZW010691;ZW0106;Gatsi;ZW01;CjhuibtqJ9P;32.81785965;-18.52333
ZW010692;ZW0106;Honde Mission Clinic;ZW01;MwBIBpbaKVP;32.76974869;-18.60322
ZW010693;ZW0106;St Augustines;ZW01;TLygdaSGpts;32.6554985;-18.87431
ZW010694;ZW0106;St Peter's Mandeya;ZW01;uXG7AmdmYq1;32.93996811;-18.45806
ZW010696;ZW0106;Mapara;ZW01;aBLvPMrMUva;32.65219116;-18.78369
ZW010697;ZW0106;Jombe;ZW01;kdjqcumgZK9;32.70233154;-18.63772
ZW010698;ZW0106;Premier;ZW01;RcSUy8MhT4H;32.54691;-18.90384
ZW010702;ZW0107;Dombo;ZW01;RVTCuLOTnIC;32.43803024;-18.35139
ZW010703;ZW0107;Fombe;ZW01;cGLXwIb6qa3;32.99074936;-17.33472
ZW010704;ZW0107;Gairezi;ZW01;TrTateV4FpE;32.95471954;-18.10139
ZW010705;ZW0107;Gotekote;ZW01;Y6f51RnIFBf;32.67319107;-17.71917
ZW010706;ZW0107;Nyarumvurwe;ZW01;i955VY3NXvb;32.65750122;-18.2235
ZW010707;ZW0107;Matize;ZW01;qUajs0mhlbX;32.92385864;-17.57161
ZW010709;ZW0107;Nyamombe;ZW01;TPQQomko5Wj;32.55833054;-17.75681
ZW01070A;ZW0107;Nyanga;ZW01;MZykUUn5dYo;32.75753021;-18.22828
ZW01070B;ZW0107;Avilla;ZW01;cdFeP19JNZ0;32.78696823;-17.46947
ZW01070C;ZW0107;Elim;ZW01;iVxtmaNOfJy;32.78955841;-17.60311
ZW01070D;ZW0107;Mt Mellary;ZW01;gNDwbtp5I75;32.73577881;-17.97469
ZW01070E;ZW0107;Regina Coeli;ZW01;GS1T53HSfL7;32.88499832;-17.86889
ZW010710;ZW0107;Nyautate;ZW01;sSKlpVkDqJK;32.6550293;-17.84089
ZW010711;ZW0107;Ruchera;ZW01;xlfJsY2oi9P;32.55397034;-18.11878
ZW010725;ZW0107;Chitindo;ZW01;FvfmaBnvRKX;32.9842186;-17.79064
ZW010726;ZW0107;Chiwarira;ZW01;xx6DcGodWk5;31.57185936;-17.15781
ZW010727;ZW0107;Nyamaropa;ZW01;aA8JmPQmK81;32.95360947;-17.8625
ZW010729;ZW0107;Kambudzi;ZW01;qQpBT1CP8eY;32.86796951;-17.78936
ZW010730;ZW0107;Nyatate;ZW01;hYY8iQw9VjP;32.6720314;-18.01797
ZW010731;ZW0107;Samvure;ZW01;fngPvM0fNNI;32.97138977;-17.71872
ZW010732;ZW0107;Tombo;ZW01;omGmH28ptOx;32.88388824;-18.0175
ZW010761;ZW0107;Nyangui;ZW01;taXTBOfQPrt;32.78535843;-18.02061
ZW010762;ZW0107;Nyafaru;ZW01;HW0eTeLlega;32.93111038;-18.18917
ZW010763;ZW0107;Erin;ZW01;VAUEhOQ0M5c;32.70222092;-18.3835
ZW010792;ZW0107;Claremont;ZW01;PQYcMmTvt6L;32.70164;-18.32787
ZW010794;ZW0107;Nyadowa;ZW01;OQucnnhShgt;32.9217186;-17.75789
ZW010795;ZW0107;Spring Valley;ZW01;iGL5yAjdHAC;32.54565;-18.3711
ZW020101;ZW0201;Chiveso;ZW02;LlBAE0LCS4k;31.34956932;-17.46283
ZW020102;ZW0201;Muonwe;ZW02;IDbYdjwj14C;31.25351906;-17.52205
ZW020103;ZW0201;ZPS Bindura Prison Clinic;ZW02;ePZ78XLZM0A;31.3264;-17.29262
ZW020104;ZW0201;Bindura Polyclinic;ZW02;eXlDbDvNDwz;31.33197975;-17.30967
ZW020105;ZW0201;ZRP Bindura;ZW02;PN1oUrZNWpR;31.3288002;-17.29583
ZW02010A;ZW0201;Bindura;ZW02;WwSWlsfhq7n;31.32876968;-17.29005
ZW020125;ZW0201;Katanya;ZW02;HWEKcq4FVGQ;31.38008;-16.8692
ZW020126;ZW0201;Nyava;ZW02;gGHjg0ZF3Rr;31.36051941;-17.56392
ZW020145;ZW0201;Chiriseri;ZW02;QppzgSk1p8u;31.16135025;-17.45422
ZW020146;ZW0201;Manhenga;ZW02;Gu1JjY6Edv0;31.31217003;-17.39605
ZW020161;ZW0201;Rusununguko;ZW02;nthtrQ8ZYCS;31.28075027;-17.06137
ZW020162;ZW0201;Chipadze;ZW02;JT4xbWNaj7X;31.35515022;-17.31758
ZW020163;ZW0201;Chiwaridzo;ZW02;GnrA0A7yXp9;31.3592205;-17.32222
ZW020175;ZW0201;Freda Rebecca;ZW02;X7zphE53Ypc;31.33197975;-17.30967
ZW020176;ZW0201;Trojan;ZW02;MGkBDNSEhJC;31.28507996;-17.33128
ZW020177;ZW0201;Farm H.Centre;ZW02;atIzgRoLGLR;31.35577965;-17.31998
ZW020178;ZW0201;Foothills;ZW02;yibYZ6Po0zH;31.27804947;-17.2132
ZW020179;ZW0201;Busce ;ZW02;yYhEp4VZzBs;31.333;-17.3249
ZW020181;ZW0201;ZNFPC;ZW02;RssHyAx1haj;31.33429;-17.31039
ZW020182;ZW0201;Rutope;ZW02;i9ye3IKSAQG;31.56554985;-17.55588
ZW020183;ZW0201;Manga;ZW02;SLW5ioYcyec;31.25575;-16.889
ZW020184;ZW0201;Mupandira;ZW02;EiLjfjMowWZ;31.30719;-17.459816
ZW020185;ZW0201;Takunda ;ZW02;zW8TMirt94J;31.1522;-17.2316
ZW020186;ZW0201;Glamorgan;ZW02;DTEru2o5vj7;31.4236;-17.4394
ZW020201;ZW0202;Chawarura;ZW02;eheoVVnQWUz;31.11017036;-16.5185
ZW020202;ZW0202;Hoya;ZW02;odZS1HPsm2F;31.30266953;-16.357
ZW020203;ZW0202;Machaya;ZW02;IUEcjWshRkE;31.16200066;-16.35067
ZW020204;ZW0202;Muzarabani;ZW02;yCf2IRuuCK4;30.89249992;-16.3925
ZW020207;ZW0202;Chidikamwedzi;ZW02;u19lBQJUIP1;30.96166;-16.80012
ZW020208;ZW0202;Chinyani;ZW02;dba4bhqXMYE;31.20588;-16.58268
ZW020209;ZW0202;Always ;ZW02;UWioIdFCTFv;31.0023;-16.6736
ZW02020A;ZW0202;St Alberts;ZW02;xfgrIEhpVaZ;31.26667023;-16.57083
ZW020225;ZW0202;Hwata;ZW02;VXdzwHagVkQ;30.95999908;-16.32367
ZW020226;ZW0202;Dambakurima;ZW02;oqHezjkD4Tl;31.08856;-16.14613
ZW020245;ZW0202;David Nelson;ZW02;EoPAtQiKTcB;31.11667061;-16.7295
ZW020285;ZW0202;Chadereka;ZW02;yWX9wymGipZ;31.20216942;-16.167
ZW020301;ZW0203;Bvochora;ZW02;gqopHUVukuS;30.58551979;-16.57822
ZW020305;ZW0203;Negomo;ZW02;FgU4Zcz5U7E;30.75917053;-16.51056
ZW020306;ZW0203;Nyamhondoro;ZW02;FqmwZK7FDnu;30.75778008;-16.85139
ZW020307;ZW0203;Shinje;ZW02;B9rF35hip2q;30.72360992;-16.70667
ZW020308;ZW0203;Guruve RHC Clinic;ZW02;;0;0
ZW02030B;ZW0203;Guruve District Hospital;ZW02;gn5KxqkLgTm;30.70222092;-16.67111
ZW020326;ZW0203;Bakasa;ZW02;GYbuNzdwdUb;30.69277954;-16.52667
ZW020327;ZW0203;Bepura;ZW02;gZDrLl5gKNO;30.67250061;-16.85667
ZW020329;ZW0203;Chipuriro;ZW02;y44otghVAx2;30.72571945;-16.77972
ZW020331;ZW0203;Kachuta;ZW02;nNqtwWJ06vF;30.50264931;-16.63361
ZW020333;ZW0203;Matsvitsi;ZW02;HGx2Xw00U3Z;30.61083031;-16.67278
ZW020334;ZW0203;Gota;ZW02;VGSf8Penxpm;30.65777969;-16.58639
ZW020336;ZW0203;Guruve ZRP Clinic;ZW02;ryHT5F30qfA;30.7032;-16.6628
ZW020339;ZW0203;Nyakapupu;ZW02;PiTrurNdiyL;30.62805939;-16.75167
ZW020343;ZW0203;Ruyamuro;ZW02;JUuZbcHORmk;30.79528046;-16.71917
ZW020344;ZW0203;Birkdale;ZW02;cXIACOdC70S;30.7191;-16.969
ZW020345;ZW0203;Mugarakamwe;ZW02;dQlG18anLKE;30.57957;-16.86427
ZW020346;ZW0203;Kemutamba;ZW02;t7z7r7sYM2T;30.44222;-16.63607
ZW020347;ZW0203;Kamusasa;ZW02;tcl0y5CACHp;30.87209;-16.66756
ZW020348;ZW0203;Brandon ;ZW02;tkDEu9U43fG;30.5841;-16.9699
ZW020401;ZW0204;Chinehasha;ZW02;uLmC0kJJ4TQ;31.19017982;-16.92892
ZW020402;ZW0204;Nyakudya;ZW02;AbJRmrLd9eB;31.13680077;-17.02013
ZW020403;ZW0204;Shutu;ZW02;bs45px6C40Q;31.13912964;-17.07427
ZW020405;ZW0204;Montgomery ;ZW02;JxGGdcBF1lo;30.783;-17.247
ZW020406;ZW0204;Donje;ZW02;CxlReo4oAPb;30.95695;-16.9492
ZW020408;ZW0204;Ardura;ZW02;FKa3yMeMRO7;31.00105;-17.30145
ZW02040A;ZW0204;Concession Hosp.;ZW02;zbeXocs4ras;30.94342995;-17.38715
ZW02040B;ZW0204;Rosa;ZW02;BCQx0EncS5A;31.04725075;-17.134
ZW02040C;ZW0204;Howard;ZW02;fRsvqX30akL;30.99430084;-17.56592
ZW02040D;ZW0204;Mazowe Citrus Clinic;ZW02;n51CG1eEvX9;31.00945091;-17.45395
ZW02040E;ZW0204;Mvurwi;ZW02;rn0AGNueA6V;30.855;-17.03112
ZW020410;ZW0204;Davaar;ZW02;rUmvSFmllUB;31.13387;-17.27463
ZW020411;ZW0204;Vonabor;ZW02;mN1DcmfGN73;31.12155;-17.37307
ZW020425;ZW0204;Bare;ZW02;shdHYR7Vlpv;31.12623024;-16.87747
ZW020427;ZW0204;Jingamvura;ZW02;HumcblmYQdJ;31.20145035;-16.83293
ZW020428;ZW0204;Makope;ZW02;FH56ZyKYbKB;31.06069946;-17.02938
ZW020430;ZW0204;Christon Bank;ZW02;ks9Wt9MTNYA;31.0093708;-17.6095
ZW020432;ZW0204;Nzvimbo;ZW02;K84eutOBGqf;31.05260086;-17.0807
ZW020445;ZW0204;Belgone Clinic;ZW02;RbrrEAl4xGX;30.87218094;-17.52498
ZW020446;ZW0204;Holmeden;ZW02;dlvLQ9cbCAJ;30.69062996;-17.29543
ZW020447;ZW0204;Tsungubvi;ZW02;ZKR9y6QBLKq;31.05647087;-17.36563
ZW020475;ZW0204;Henderson Research;ZW02;TL6P8ih7Ra3;30.97216988;-17.59243
ZW020476;ZW0204;Iron Duke;ZW02;lmAKkT4GV7z;31.06539917;-17.44133
ZW020477;ZW0204;Mazowe Mine Clinic;ZW02;plRdDXQh3rU;30.9246006;-17.47368
ZW020478;ZW0204;Stories Mine;ZW02;lpwDIjXunPD;30.96113014;-17.51272
ZW020479;ZW0204;ZPS Mazowe Prison Clinic;ZW02;FD35gFkOMLQ;30.9238;-17.6031
ZW020482;ZW0204;N.E.M.Centre;ZW02;AbzDyWN1GSN;31.00281906;-17.36957
ZW020484;ZW0204;Dambo;ZW02;e4uQ0NpQoba;31.08111954;-17.19515
ZW020485;ZW0204;Forrester;ZW02;aU0pH9gpvY9;30.9546;-17.0488
ZW020486;ZW0204;Mazowe Secondary Clinic;ZW02;HJEvBCmpR3C;30.93087006;-17.61567
ZW020487;ZW0204;Shopo;ZW02;BXJNIljcB4y;31.19999;-17.02617
ZW020501;ZW0205;Dotito;ZW02;vVmQGytV5iT;31.5902195;-16.56878
ZW020502;ZW0205;Kamutsenzere;ZW02;ENpqUhT1fYg;31.7856102;-16.38361
ZW020503;ZW0205;Mukumbura;ZW02;kso4CHS6P7v;31.65189934;-16.20028
ZW020504;ZW0205;Nyamahobobo;ZW02;yubwlZ66a2P;31.88368988;-16.70283
ZW020505;ZW0205;Pfunyanguwo;ZW02;xeyqyhrEqJ9;31.90032959;-16.57581
ZW020506;ZW0205;Tsakare;ZW02;auaQozRIOLm;31.55611038;-16.82555
ZW020507;ZW0205;Mutungagore;ZW02;OnljtPLFl6a;31.52272034;-16.60139
ZW020508;ZW0205;Mutasa;ZW02;WrL273SAP43;31.61568;-16.4288
ZW020509;ZW0205;Chiburi ;ZW02;v2vaeAxaZMm;31.339;-16.7034
ZW02050A;ZW0205;Mt Darwin;ZW02;bVyRm1Ji34n;31.58872032;-16.77578
ZW02050B;ZW0205;Karanda;ZW02;nBHR2ZPXjOV;31.83955002;-16.65555
ZW020525;ZW0205;Chawanda;ZW02;I9r7N3wptXc;31.67015076;-16.61703
ZW020526;ZW0205;Kaitano;ZW02;D5gTnvm2lRc;31.55252075;-16.31861
ZW020527;ZW0205;Nembire;ZW02;GI0IFNWXS8a;31.50015068;-16.58956
ZW020528;ZW0205;Pachanza;ZW02;RXs4ee54yhG;31.7713604;-16.56711
ZW020529;ZW0205;Bveke;ZW02;Jp6UwiCCNTp;31.78725052;-16.56939
ZW020530;ZW0205;ZRP;ZW02;N6SOXv9F9sV;31.57672;-16.77998
ZW020531;ZW0205;Mt Darwin;ZW02;fLWLLyv4Y5o;31.5761;-16.7799
ZW020533;ZW0205;Bandimba;ZW02;vu1VRNXKPmX;31.85968;-16.36914
ZW020601;ZW0206;Mukosa;ZW02;KyBetKcK90J;32.65610123;-16.65855
ZW020602;ZW0206;Mukonde;ZW02;DOlQq1GB4v8;32.29872894;-16.61053
ZW020603;ZW0206;Nhawa;ZW02;XatZA7PFuMP;32.1656189;-16.57892
ZW020604;ZW0206;Rushinga;ZW02;njamIl8fT5g;32.02153015;-16.63225
ZW020606;ZW0206;Nyamatikiti;ZW02;rd5Uf966GNs;32.10972977;-16.73908
ZW020607;ZW0206;Chimandau;ZW02;qmaGE9Oq6kA;32.56536865;-16.65597
ZW02060B;ZW0206;Mary Mount;ZW02;JZXjde8nGqB;32.52962875;-16.67677
ZW020625;ZW0206;Bungwe;ZW02;pyGvDPF4vaL;32.0678215;-16.56635
ZW020626;ZW0206;Rusambo;ZW02;eopLbB9IjK6;32.18284988;-16.62985
ZW020627;ZW0206;Chimhanda;ZW02;Z3uUAktokIU;32.12905121;-16.63128
ZW020701;ZW0207;Nyamaruro;ZW02;tU6OmZQaPOr;31.41414;-16.9515
ZW020703;ZW0207;Chishapa;ZW02;wH0Gbj1nPrz;31.60021973;-17.20986
ZW020704;ZW0207;Goora;ZW02;eiOs4aU2yjI;31.51667023;-16.91667
ZW020705;ZW0207;Mupfurudzi;ZW02;SbxuBIpMpI0;31.6578;-16.9344
ZW02070A;ZW0207;Shamva;ZW02;blxFf086iZk;31.57016945;-17.32711
ZW02070B;ZW0207;Madziwa Rural Hospital;ZW02;jRiHpNfGlM7;31.53878021;-16.92558
ZW020712;ZW0207;Wadzanai;ZW02;GKtPGyT5u0Z;31.57036018;-17.30539
ZW020725;ZW0207;Chakonda;ZW02;WTACDqodL5z;31.60335922;-17.02592
ZW020726;ZW0207;Chidembo;ZW02;oauPRjbamz2;31.5668602;-17.08352
ZW020727;ZW0207;Chihuri;ZW02;M1bLJxP0KX6;31.55051994;-16.87733
ZW020728;ZW0207;Takawira;ZW02;dctbNHhtdAb;31.61624;-17.02528
ZW020776;ZW0207;Shamva Gold Mine;ZW02;v0iFLfLnhZu;31.56876946;-17.31627
ZW020777;ZW0207;Nyamaropa;ZW02;nyZPn26CoFt;31.51339;-17.04933
ZW020801;ZW0208;Masoka;ZW02;UJhT9GLgCuc;30.16666985;-16.16667
ZW020802;ZW0208;Masomo;ZW02;lcFNlE8AAkS;30.89067078;-16.31323
ZW02080B;ZW0208;Chitsungo;ZW02;a5nhOcrZJdL;30.55571938;-16.27722
ZW020820;ZW0208;Chapoto;ZW02;cR7Npl4ihAb;30.39763069;-15.70058
ZW020821;ZW0208;Angwa;ZW02;EDClzGRGLtD;30.30805969;-16.10195
ZW020830;ZW0208;Chikafa;ZW02;hJI1t61vx9V;30.56088066;-16.00798
ZW020831;ZW0208;Gonono;ZW02;HVtlH7H8abS;30.83333015;-16.08695
ZW020832;ZW0208;Musengezi Clinic;ZW02;Oz6p5RcJadO;31.11824989;-16.11073
ZW020833;ZW0208;Mahuwe;ZW02;bcTRZqn3n4R;30.73527908;-16.38389
ZW020834;ZW0208;Chirunya;ZW02;Kv7K3EAEDs8;30.61864;-16.34884
ZW020835;ZW0208;Nyambudzi;ZW02;ngymqKr33XI;30.5915;-16.08729
ZW020841;ZW0208;Chidodo;ZW02;Tt9lULArquT;31.05616951;-16.02513
ZW030101;ZW0301;Mufudziwakanaka;ZW03;XHTiVLFtZqs;31.60444069;-18.8415
ZW030102;ZW0301;Murezi;ZW03;iTfYEv5vhzX;31.05356026;-19.20133
ZW030103;ZW0301;Nyamhere;ZW03;XPk4JYUZeS1;31.00374985;-18.81919
ZW030105;ZW0301;ZRP;ZW03;Xj0WA3RP39z;30.88971;-19.02226
ZW030106;ZW0301;Chivu Prison;ZW03;nSAW8ByurST;30.89779;-19.01863
ZW030107;ZW0301;Musuma;ZW03;v93SBcv3pGc;31.51968956;-19.15311
ZW03010A;ZW0301;Chivhu;ZW03;OPxYB3sxLY9;30.9027195;-19.01814
ZW03010B;ZW0301;Nharira;ZW03;FYwRJcKqz7u;31.17119026;-19.07433
ZW03010C;ZW0301;Range;ZW03;jkdHKf3rDMq;31.00064087;-19.02097
ZW03010D;ZW0301;Sadza;ZW03;AZ9MMvkxJ5m;31.40797043;-18.83706
ZW03010E;ZW0301;Gandachibvuva;ZW03;qV7RnLkuF5g;31.43643951;-19.10203
ZW030125;ZW0301;Tavara;ZW03;BX0lrhmpmJS;30.71906;-18.80102
ZW030126;ZW0301;Gokomere;ZW03;gVxFHNoVz6h;31.35333061;-19.05353
ZW030127;ZW0301;Madamombe;ZW03;HvEGvesS9qA;31.10038948;-19.11844
ZW030128;ZW0301;Manyene ;ZW03;UWlAvJGXIFq;30.9954;-18.8642
ZW030129;ZW0301;Masasa;ZW03;zMWqMUxMT7E;31.25441933;-18.9075
ZW030130;ZW0301;Mbiru;ZW03;PHry0pvv7Xd;31.20158005;-18.95808
ZW030131;ZW0301;Mushipe;ZW03;rYxjnRpUUVH;31.68363953;-19.02072
ZW030132;ZW0301;Nhangabwe;ZW03;LlAXaPDxq6q;31.50555992;-18.85081
ZW030133;ZW0301;Popoteke;ZW03;yPuklv04aPn;31.52386093;-19.06781
ZW030134;ZW0301;Rutanhira;ZW03;UsYPWsQXGbg;31.41953087;-18.75014
ZW030135;ZW0301;Shumba;ZW03;zp9pKkYf6Wp;31.56767082;-18.92444
ZW030136;ZW0301;Unyetu;ZW03;zF8O9v4NbSA;31.30097008;-18.97331
ZW030137;ZW0301;Wazvaremaka;ZW03;SgPs0vNlPpn;31.23793983;-19.002
ZW030145;ZW0301;Chivhu;ZW03;QUME57YvrvB;30.90644073;-19.00511
ZW030146;ZW0301;Gandami;ZW03;U5aX0dFbY3W;31.26761055;-18.72261
ZW030147;ZW0301;Lancashire;ZW03;fEbetpqDByU;31.15356064;-19.18906
ZW030148;ZW0301;Mutoro;ZW03;ekbdtc8K62D;31.08382988;-18.85592
ZW030149;ZW0301;Wiltshire;ZW03;dNu7gRSOYDL;31.17144012;-18.87272
ZW030191;ZW0301;Daramombe;ZW03;AbmoDPp12lC;31.32369041;-19.10703
ZW030192;ZW0301;Mwerahari;ZW03;gnCAtjVM4jt;31.23664093;-19.05522
ZW030201;ZW0302;Bosha;ZW03;Lz1AbYU7hzv;31.55306053;-17.50075
ZW030202;ZW0302;Domboshava;ZW03;A6Zh7rdRYc6;31.13871956;-17.60214
ZW030203;ZW0302;Mwanza;ZW03;feUcANH6pxB;31.48681068;-17.76875
ZW030204;ZW0302;Rusununguko ;ZW03;cMGGgI1kcoa;31.4331;-17.9916
ZW030205;ZW0302;Goromonzi High ;ZW03;EzI6Ss6lDDC;31.3597;-17.8672
ZW03020A;ZW0302;Makumbe;ZW03;LUkaYUNEAWd;31.27318954;-17.54042
ZW03020C;ZW0302;Ruwa Rehab.;ZW03;pH4O4ZdhV53;31.23513985;-17.90167
ZW03020D;ZW0302;Chikwaka;ZW03;B7MCqlnt9c9;31.48586082;-17.55206
ZW030225;ZW0302;Chinamhora;ZW03;ojBxVwmGZz1;31.18456078;-17.57161
ZW030226;ZW0302;Chinyika;ZW03;GLitgBlY1o4;31.35627937;-17.83503
ZW030227;ZW0302;Kowoyo;ZW03;KCZ5VpGQhPY;31.48925018;-17.67219
ZW030228;ZW0302;Masukandoro;ZW03;sXUp7AuXmyD;31.15321922;-17.54042
ZW030229;ZW0302;Nyaure;ZW03;Z8GLhBou1nb;31.27144051;-17.62294
ZW030230;ZW0302;Pote;ZW03;l1hKpCwcy08;31.12093925;-17.57222
ZW030245;ZW0302;Bromley;ZW03;o11Z9SbhWy2;31.3212;-18.0801
ZW030246;ZW0302;Cranborne Clinic;ZW03;txD1TwpwsHW;31.20742035;-17.95506
ZW030247;ZW0302;John Reimer;ZW03;UHYe7uDKdy0;31.38442039;-17.72214
ZW030248;ZW0302;Kubatsirana;ZW03;jNap2n4Fp0y;31.37047005;-17.82031
ZW030249;ZW0302;Rusike;ZW03;SoB3qwqFglW;31.5182209;-17.87261
ZW030250;ZW0302;Ruwa ;ZW03;WY8QnZOhdzS;31.2377;-17.8902
ZW030251;ZW0302;Joan Rankini ;ZW03;rV7p7ulQYVL;31.3847;-17.7223
ZW030252;ZW0302;St Joseph's ;ZW03;Qe0frbRzvAu;31.1964;-17.7514
ZW030273;ZW0302;Ruwa ;ZW03;bI1tMUwxCTF;31.2418;-17.8966
ZW030274;ZW0302;Melfort ;ZW03;YcXtnxEmwyu;31.324;-17.9998
ZW030275;ZW0302;Acturus Mine;ZW03;Zdk9tV9SPmR;31.31681061;-17.788
ZW030276;ZW0302;Gejo raRuby;ZW03;kVejSam8zQX;31.3238;-17.7404
ZW030280;ZW0302;Chabwino Clinic;ZW03;;0;0
ZW030281;ZW0302;Xanadu;ZW03;;0;0
ZW030301;ZW0303;Kafura;ZW03;r5tDghDcwfn;32.25278091;-16.84306
ZW030302;ZW0303;Karimbika;ZW03;klKzBRhEkqX;32.01472092;-17.31306
ZW030303;ZW0303;Sowa ;ZW03;vUjMV9NBf7l;32.0993;-16.996
ZW030304;ZW0303;Marembera ;ZW03;yDyRCeplLTy;31.7067;-17.3899
ZW03030A;ZW0303;Mutawatawa;ZW03;x7PRZXUho2z;31.9738903;-17.12139
ZW030325;ZW0303;Borera;ZW03;dthDF4C3Sm3;31.97611046;-17.02083
ZW030326;ZW0303;Chikuhwa;ZW03;ACVRAzGDfqV;31.8404;-17.223
ZW030327;ZW0303;Chipfunde;ZW03;LHjVeJtFyO2;31.93416977;-17.22472
ZW030328;ZW0303;Chitimbe;ZW03;MD7xcLAvrRe;31.78360939;-17.45139
ZW030329;ZW0303;Chitsungo;ZW03;jSLNp76dXAv;32.07389069;-16.94528
ZW030330;ZW0303;Manyika;ZW03;CGPfx0JG2rZ;31.89611053;-17.36028
ZW030331;ZW0303;Maramba;ZW03;OHRuhvMjaio;31.98500061;-17.03667
ZW030332;ZW0303;Mashambanhaka;ZW03;Dn8LxB4ddA4;31.8225;-17.2751
ZW030333;ZW0303;Nhakiwa;ZW03;yLTF6bssNwa;31.80083084;-17.37111
ZW030334;ZW0303;Nyakasoro;ZW03;WdK3I5H1YIv;32.19194031;-16.9025
ZW030336;ZW0303;Nyanzou;ZW03;AdrZGzBHBdf;32.30472183;-16.78028
ZW030337;ZW0303;Muskwe;ZW03;GScNFtBXxLn;31.97639084;-17.40333
ZW030338;ZW0303;Dewe;ZW03;rf7X8GX6O7P;32.4641;-16.7837
ZW030339;ZW0303;Tsokodeka;ZW03;DlgvXgwJqJ7;0;0
ZW030340;ZW0303;Hombiro;ZW03;rpPjMCPbVId;0;0
ZW030391;ZW0303;Dindi;ZW03;qRWMwz2zOp2;32.08778;-16.88
